rank,sn,carries,crosses,county,owner,maint,year_built,year_recon,adt,adt_year,truck_pct,min_rating,poor_since,streak,status,lat,lon
172,11090.0,LAWRENCE ST,DRAINAGE,Mitchell,City / Municipal,City / Municipal,1950,0.0,167,2022,0,2.0,2010,16,CLOSED to traffic,43.437013888888885,-92.78105833333333
173,280780.0,SE 48TH AVE,MUD CREEK TRIBUTARY,Polk,County,County,1962,0.0,162,2023,0,4.0,2010,16,CLOSED to traffic,41.536316666666664,-93.40556666666667
174,327040.0,FM,OUTLET GREEN VALLEY LK,Union,County,County,1951,0.0,159,2022,9,4.0,2010,16,Posted (load limit),41.096383333333335,-94.3850388888889
175,62500.0,LOCAL,VILLAGE CREEK,Allamakee,County,County,1966,0.0,157,2022,0,4.0,2010,16,Open,43.28343611111111,-91.42722222222223
176,112030.0,FM,CRANE CREEK,Chickasaw,County,County,1959,1990.0,157,2022,0,4.0,2010,16,Posted (load limit),43.12132777777778,-92.19134166666667
177,131670.0,LOCAL,NORTH RACCOON RIVER,Dallas,City / Municipal,County,1882,,153,2022,0,0.0,2010,16,CLOSED to traffic,41.615858333333335,-94.01279722222222
178,243820.0,FM,MINERVA CREEK,Marshall,County,County,1916,0.0,147,2022,0,4.0,2010,16,Posted (load limit),42.081319444444446,-93.19526666666667
179,242401.0,LOCAL,CREEK,Marshall,County,County,1916,0.0,145,2022,0,3.0,2010,16,Posted (load limit),42.01305555555555,-92.80418888888889
180,8380.0,MANOR RD,DRAINAGE,Louisa,County,County,1920,0.0,144,2022,0,0.0,2010,16,CLOSED to traffic,41.092308333333335,-91.25842777777778
181,114720.0,FM,SOUTH WEST CREEK,Clarke,County,County,1960,1980.0,141,2022,37,3.0,2010,16,Posted (load limit),41.043330555555556,-93.8285361111111
182,51510.0,CO RD W64,LONG CREEK,Washington,County,County,1929,1964.0,140,2022,6,3.0,2010,16,Open,41.28073333333333,-91.53793611111111
183,223020.0,SUTTON RD,WAPSIPINICON RIVER,Linn,County,County,1879,1987.0,140,2021,0,4.0,2010,16,Posted (load limit),42.24423055555555,-91.58451944444444
184,349260.0,FM,NORTH BEAR CREEK,Winneshiek,County,County,1952,0.0,137,2022,0,4.0,2010,16,Posted (load limit),43.44931388888889,-91.61635555555554
185,282730.0,NE 150TH AVE,SKUNK RIVER TRIBUTARY,Polk,County,County,1968,0.0,132,2022,0,4.0,2010,16,Posted (load limit),41.83443055555556,-93.46783333333333
186,313640.0,280TH ST,GRANT 5 OPEN DITCH EXT,Story,County,County,1916,1974.0,131,2022,0,4.0,2010,16,Posted (load limit),41.95033333333333,-93.4575
187,276840.0,150TH ST,FLOYD RIVER,Plymouth,County,County,1954,0.0,131,2022,38,4.0,2010,16,Posted (load limit),42.83694444444445,-96.15003333333334
188,232620.0,FM,GRAND RIVER,Madison,County,County,1957,0.0,131,2022,0,4.0,2010,16,Posted (load limit),41.17411944444444,-94.184725
189,100960.0,FM - BOSTON,NISHNABOTNA RIVER,Cass,County,County,1951,0.0,131,2022,0,4.0,2010,16,Posted (load limit),41.488733333333336,-94.93989444444445
190,348681.0,MEADOWLARK RD,CREEK,Winneshiek,County,County,1976,0.0,128,2022,0,4.0,2010,16,Open,43.356572222222226,-91.82516666666666
191,101120.0,LOCAL/BUCK CRK,EAST NISHNABOTNA RIVER,Cass,County,County,1900,0.0,123,2022,0,0.0,2010,16,CLOSED to traffic,41.418055555555554,-95.02180555555556
192,178090.0,8TH STREET,BOYER RIVER,Harrison,City / Municipal,City / Municipal,1900,1972.0,123,2022,0,0.0,2010,16,CLOSED to traffic,41.641730555555554,-95.78286944444444
193,1010.0,THOMAS ST,MIDDLE RIVER,Adair,City / Municipal,City / Municipal,1940,0.0,120,2022,0,3.0,2010,16,Posted (load limit),41.503825,-94.52455555555555
194,298900.0,FM,RACOON RIVER,Sac,County,County,1920,0.0,120,2022,0,4.0,2010,16,Posted (restriction),42.281958333333336,-94.89348333333334
195,1030.0,RUSSELL ST,MIDDLE RIVER,Adair,City / Municipal,City / Municipal,1940,0.0,120,2022,0,4.0,2010,16,Posted (load limit),41.501961111111115,-94.51761111111111
196,503880.0,LOCAL,PAINT CREEK,Allamakee,City / Municipal,County,1900,0.0,120,2021,0,3.0,2010,16,Posted (load limit),43.206361111111114,-91.29234722222222
197,336060.0,FM,SKUNK RIVER,Washington,County,County,1957,0.0,120,2022,20,4.0,2010,16,Open,41.22604722222223,-91.88791388888889
198,218871.0,FM,PITMAN CREEK,Lee,County,County,1975,0.0,120,2022,0,4.0,2010,16,Open,40.714475,-91.42537777777778
199,274580.0,165TH ST,WEST BRANCH FLOYD RIVER,Plymouth,County,County,1911,0.0,120,2022,0,3.0,2010,16,Posted (load limit),42.814811111111105,-96.21203055555556
200,3170.0,WISCONSIN AVE,DUCK CREEK,Scott,City / Municipal,City / Municipal,1960,0.0,120,2022,0,4.0,2010,16,Open,41.54768055555555,-90.66832222222223
201,255550.0,LOCAL ROAD,LOCAL CREEK,Montgomery,County,County,1963,0.0,112,2021,0,3.0,2010,16,Posted (load limit),41.04147777777778,-95.25133611111112
202,148850.0,LOCAL,BROWN CREEK,Emmet,County,County,1941,0.0,110,2022,12,4.0,2010,16,Open,43.38896666666667,-94.80418888888889
203,201790.0,LOCAL,CREEK,Jefferson,County,County,1900,0.0,110,2022,0,3.0,2010,16,Posted (load limit),40.995894444444446,-92.13970555555557
204,288430.0,FM-310TH STREET,IAIS RR,Pottawattamie,County,County,1952,0.0,110,2022,0,4.0,2010,16,Posted (load limit),41.37166944444444,-95.59443611111111
205,135540.0,LOCAL,SOAP CREEK,Davis,County,County,1920,,110,2022,0,3.0,2010,16,Posted (load limit),40.887566666666665,-92.4431
206,348840.0,244TH AVE,UPPER IOWA RIVER,Winneshiek,County,County,1924,0.0,108,2022,0,4.0,2010,16,Open,43.41033611111111,-91.89044444444446
207,348850.0,LOCAL ROAD,CREEK,Winneshiek,County,County,1900,0.0,108,2022,0,4.0,2010,16,Open,43.409349999999996,-91.88946944444444
208,243250.0,FM,CREEK,Marshall,County,County,1917,0.0,108,2022,0,4.0,2010,16,Posted (restriction),42.054605555555554,-92.78578611111111
209,197730.0,LOCAL,NORTH SKUNK RIVER,Jasper,County,County,1936,0.0,106,2021,0,2.0,2010,16,CLOSED to traffic,41.75321944444445,-92.970725
210,196530.0,S12TH AVE E,SMALL STREAM,Jasper,County,County,1921,0.0,104,2022,0,3.0,2010,16,Posted (load limit),41.68828333333333,-92.97417222222222
211,12600.0,LINE ST,DRAINAGE,Fayette,City / Municipal,County,1910,0.0,104,2022,0,3.0,2010,16,Posted (load limit),42.77108333333333,-91.99192777777778
212,197240.0,S 68TH AVE W,RED ROCK CREEK,Jasper,County,County,1915,0.0,104,2022,0,3.0,2010,16,Open,41.61550555555556,-93.22366111111111
213,335020.0,LOCAL,MIDDLE RIVER,Warren,County,County,1940,1960.0,103,2022,0,4.0,2010,16,Posted (load limit),41.49308888888889,-93.45138888888889
214,121700.0,235TH STREET,BRANCH OF WAPSIPINICON,Clinton,County,County,1930,0.0,100,2022,0,0.0,2010,16,CLOSED to traffic,41.83174166666667,-90.79551944444444
215,254200.0,LOCAL RD,M NODAWAY RIVER,Montgomery,County,County,1952,0.0,100,2022,0,4.0,2010,16,Posted (load limit),40.955000000000005,-94.96148055555555
216,121690.0,235TH STREET,WAPSIPINICON RIVER,Clinton,County,County,1930,0.0,100,2022,0,3.0,2010,16,CLOSED to traffic,41.833022222222226,-90.81110277777778
217,101760.0,MUSCATINE RD,SUGAR CREEK,Cedar,County,County,1935,1950.0,100,2021,0,3.0,2010,16,Posted (load limit),41.63951111111111,-91.062125
218,211560.0,FM,STREAM,Keokuk,County,County,1948,2015.0,100,2022,0,4.0,2010,16,Posted (load limit),41.404824999999995,-92.0838111111111
219,233200.0,FM,WATERWAY,Madison,County,County,1930,0.0,100,2022,0,3.0,2010,16,Posted (load limit),41.312597222222216,-94.02327222222222
220,166260.0,LOCAL ROAD,MIDDLE FORK BEAVER CREEK,Grundy,County,County,1952,0.0,99,2021,0,3.0,2010,16,Posted (load limit),42.52887777777778,-93.01828888888889
221,9430.0,PARK RD(SW),FROG CREEK,Dallas,City / Municipal,City / Municipal,1930,0.0,95,2021,0,4.0,2010,16,Open,41.83488055555556,-94.11073333333333
222,191560.0,FM,IOWA RIVER,Iowa,County,County,1952,0.0,92,2021,0,3.0,2010,16,Open,41.839061111111114,-92.20076944444445
223,245360.0,FM-215TH ST,CREEK,Mills,County,County,1969,0.0,91,2021,8,3.0,2010,16,Open,40.969369444444446,-95.77561944444444
224,87300.0,LOCAL,SMALL STREAM,Butler,County,County,1949,0.0,91,2022,0,3.0,2010,16,Posted (load limit),42.59131388888889,-93.02680277777777
225,195675.0,W 36TH ST S,BUCK CREEK,Jasper,County,County,1928,0.0,91,2022,0,0.0,2010,16,CLOSED to traffic,41.53887777777778,-93.09729999999999
226,106310.0,275TH,WILLOW CREEK,Cerro Gordo,County,County,1941,0.0,91,2022,0,4.0,2010,16,Open,43.16271944444444,-93.3740611111111
227,110690.0,LOCAL,WAPSIPINICON,Chickasaw,County,County,1956,0.0,91,2022,0,4.0,2010,16,Open,42.93622222222222,-92.34366388888888
228,76940.0,LOCAL,BIG CREEK,Boone,County,County,1900,0.0,90,2022,0,4.0,2010,16,Open,41.882780555555556,-93.79545
229,101981.0,320TH ST,E BR WAPSINONOC CR,Cedar,County,County,1975,0.0,90,2022,0,4.0,2010,16,Posted (restriction),41.62688888888889,-91.22676944444444
230,199170.0,FM,SNIPE CREEK,Jasper,County,County,1927,0.0,90,2022,0,4.0,2010,16,Posted (load limit),41.83483888888889,-93.04978333333334
231,226480.0,FM,BR TO WHITEBREAST CREEK,Lucas,County,County,1958,0.0,90,2022,0,3.0,2010,16,Posted (load limit),41.014072222222225,-93.41373333333334
232,218901.0,265TH AVE,CREEK,Lee,County,County,1934,1971.0,90,2022,0,3.0,2010,16,Posted (load limit),40.664880555555555,-91.407025
233,71020.0,LOCAL,MORGAN CREEK,Benton,County,County,1964,0.0,90,2021,0,3.0,2010,16,Posted (load limit),41.960633333333334,-91.85320833333333
234,97970.0,LOCAL/ROCKPORT,WATERWAY,Cass,County,County,1900,0.0,89,2022,0,4.0,2010,16,Posted (load limit),41.25116388888889,-94.78146666666666
235,178170.0,MEDFORD AVE,WILLOW RIVER,Harrison,County,County,1900,0.0,89,2022,0,3.0,2010,16,Posted (load limit),41.63623055555556,-95.86676944444444
236,335520.0,FM,NORTH RIVER,Warren,County,County,1949,1965.0,89,2022,8,3.0,2010,16,Posted (load limit),41.438511111111104,-93.74595833333333
237,222870.0,HILLS MILL RD,BUFFALO CREEK,Linn,County,County,1940,0.0,88,2022,0,4.0,2010,16,Posted (load limit),42.22956388888889,-91.45200277777778
238,347140.0,LOCAL ROAD,BOHEMIAN CREEK,Winneshiek,County,County,1922,0.0,88,2022,0,4.0,2010,16,Open,43.23531666666667,-92.002725
239,349020.0,FM,MINOR CREEK,Winneshiek,County,County,1970,0.0,88,2022,0,4.0,2010,16,Open,43.419980555555554,-92.08010833333333
240,347160.0,LOCAL ROAD,BOHEMIAN CREEK,Winneshiek,County,County,1962,0.0,88,2022,0,4.0,2010,16,Posted (load limit),43.22603055555556,-92.01963333333333
241,318320.0,LOCAL,SUGAR CREEK,Tama,County,County,1900,1958.0,88,2022,0,3.0,2010,16,Posted (restriction),42.03088611111111,-92.72809722222222
242,226830.0,LOCAL,BR CARRUTHERS CREEK,Lucas,County,County,1957,0.0,82,2022,0,3.0,2010,16,Posted (load limit),41.15239722222222,-93.14351111111112
243,241620.0,LOCAL,LUTES CREEK,Marshall,County,County,1938,0.0,82,2022,0,3.0,2010,16,Posted (load limit),41.92240555555556,-92.88309166666666
244,242160.0,LOCAL,BRANCH N SKUNK RIVER,Marshall,County,County,1910,0.0,82,2022,0,4.0,2010,16,Posted (load limit),41.94239722222222,-93.16738611111111
245,343960.0,LOCAL,DEER CREEK,Webster,County,County,1925,1958.0,81,2022,0,4.0,2010,16,Open,42.596136111111115,-94.25617777777778
246,211210.0,FM,STREAM,Keokuk,County,County,1966,0.0,80,2022,0,4.0,2010,16,Posted (load limit),41.410333333333334,-91.97255555555556
247,70340.0,FM,PRAIRIE CREEK,Benton,County,County,1900,0.0,80,2021,0,3.0,2010,16,Open,41.89175,-92.04726944444444
248,252170.0,FM,STREAM,Monroe,County,County,1942,0.0,80,2022,0,4.0,2010,16,Posted (load limit),40.94553888888888,-92.87083055555554
249,77850.0,FM,DES MOINES RIVER,Boone,County,County,1909,0.0,80,2022,0,0.0,2010,16,CLOSED to traffic,42.062666666666665,-93.97059722222222
250,355100.0,LOCAL,STREAM,Woodbury,County,County,1915,0.0,80,2022,0,4.0,2010,16,Open,42.48941111111111,-96.03148055555556
251,283080.0,NW 166TH AVE,LITTLE CREEK,Polk,County,County,1917,0.0,80,2022,0,3.0,2010,16,Open,41.86346388888889,-93.78363888888889
252,182790.0,LOCAL 170TH ST,LITTLE WAPSIPINICON,Howard,County,County,1950,0.0,80,2021,0,4.0,2010,16,Posted (load limit),43.26987222222222,-92.45045
253,280770.0,LOCAL ROAD,MUD CREEK,Polk,County,County,1913,0.0,79,2022,0,3.0,2010,16,Posted (load limit),41.524452777777775,-93.37362777777777
254,25310.0,250 STREET,GIBSON SLOUGH,Fremont,County,County,1953,0.0,79,2022,23,4.0,2010,16,Open,40.68950555555555,-95.81229166666667
255,317842.0,FM,BRANCH OTTER CREEK,Tama,County,County,1927,0.0,79,2022,0,3.0,2010,16,Posted (load limit),41.99266388888889,-92.50678888888889
256,178670.0,198TH ST,SMALL CREEK,Harrison,County,County,1950,0.0,79,2022,0,4.0,2010,16,Posted (load limit),41.72190277777778,-95.71606666666666
257,83180.0,FM,SMALL STREAM,Buchanan,County,County,1957,0.0,79,2022,0,4.0,2010,16,Posted (restriction),42.511741666666666,-92.01481944444444
258,118400.0,GLACIER RD,STREAM,Clayton,County,County,1925,0.0,79,2022,0,3.0,2010,16,Posted (load limit),42.69395833333333,-91.34353055555555
259,141480.0,FM  170 ST,SMALL STREAM,Delaware,County,County,1955,0.0,79,2022,0,4.0,2010,16,Open,42.54275833333333,-91.33825
260,207520.0,LANDIS RD,WAPSIPINICON RIVER,Jones,County,County,1909,0.0,78,2022,45,3.0,2010,16,CLOSED to traffic,42.07181111111112,-91.22994444444444
261,345940.0,107TH AVE,CREEK,Winneshiek,County,County,1965,0.0,78,2022,0,3.0,2010,16,Posted (load limit),43.13140555555555,-91.60984166666667
262,347870.0,LOCAL ROAD,CREEK,Winneshiek,County,County,1962,0.0,78,2022,0,4.0,2010,16,Posted (load limit),43.30598611111111,-91.86369444444443
263,357010.0,LOCAL,DRAINAGE DITCH 11-13,Wright,County,County,1927,1987.0,72,2022,0,4.0,2010,16,Posted (load limit),42.62660555555556,-93.93795833333334
264,137070.0,LOCAL,LITTLE RIVER,Decatur,County,County,1943,0.0,72,2022,7,0.0,2010,16,CLOSED to traffic,40.67281944444444,-93.77674166666667
265,334730.0,LOCAL,MIDDLE RIVER,Warren,County,County,1950,0.0,72,2022,0,3.0,2010,16,Posted (load limit),41.381230555555554,-93.70380555555556
266,268670.0,FM,DD,Palo Alto,County,County,1946,0.0,72,2021,40,4.0,2010,16,Posted (load limit),42.980291666666666,-94.46267222222222
267,334050.0,FM,PAINTER CREEK,Warren,County,County,1900,1940.0,71,2022,0,4.0,2010,16,Posted (load limit),41.2905,-93.68325
268,102470.0,230TH ST,STREAM,Cedar,County,County,1950,0.0,71,2021,13,3.0,2010,16,Posted (load limit),41.75578888888889,-90.91347777777779
269,333960.0,FM,S RIVER,Warren,County,County,1940,1954.0,71,2022,0,3.0,2010,16,Posted (load limit),41.30553055555555,-93.6830138888889
270,177150.0,FM - 335TH ST,SMALL CREEK,Harrison,County,County,1952,0.0,71,2022,0,4.0,2010,16,Open,41.52061388888889,-95.5218111111111
271,245390.0,FM-PADDOCK RD,LOCAL CREEK,Mills,County,County,1970,0.0,71,2022,13,4.0,2010,16,Posted (load limit),40.94520833333333,-95.79151666666667
272,271890.0,LONE TREE RD,PERRY CREEK,Plymouth,County,County,1953,0.0,71,2022,41,4.0,2010,16,Posted (load limit),42.59803055555556,-96.37562777777777
273,167750.0,LOCAL,MIDDLE RACOON RIVER,Guthrie,County,County,1959,0.0,71,2022,0,4.0,2010,16,Open,41.619125000000004,-94.28709722222222
274,219500.0,LOCAL,HELL HOLLOW CREEK,Lee,County,County,1958,0.0,71,2022,0,3.0,2010,16,Posted (load limit),40.79138888888889,-91.38119999999999
275,231891.0,FM,BRANCH TO CLANTON CREEK,Madison,County,County,1940,1978.0,71,2022,0,3.0,2010,16,Posted (load limit),41.23793888888889,-93.9175
276,170620.0,FM,BRUSHY CREEK,Guthrie,County,County,1952,0.0,71,2022,0,4.0,2010,16,Posted (load limit),41.77856666666666,-94.63796111111112
277,77820.0,LOCAL,TRIB.DES MOINES RIVER,Boone,County,County,1900,0.0,71,2021,0,3.0,2010,16,Posted (load limit),42.07319166666667,-93.9802888888889
278,321270.0,FM,EAST 102 RIVER,Taylor,County,County,1965,1984.0,71,2021,0,4.0,2010,16,Open,40.63355277777778,-94.74890555555555
279,238540.0,LOCAL,DRAINAGE,Mahaska,County,County,1957,0.0,71,2022,0,3.0,2010,16,Posted (load limit),41.438975,-92.82418055555556
280,166500.0,LOCAL,BEAVER CREEK,Guthrie,County,County,1959,0.0,71,2022,0,3.0,2010,16,Posted (load limit),41.578833333333336,-94.34135833333333
281,134370.0,FM,SOUTH CHEQUEST LAKE CRK,Davis,County,County,1965,0.0,70,2022,0,3.0,2010,16,Open,40.782577777777774,-92.19792222222223
282,240000.0,FM,HAWKRUN CREEK,Marion,County,County,1967,0.0,70,2022,0,4.0,2010,16,Open,41.3095,-93.195325
283,327370.0,FM,CREEK,Van Buren,County,County,1966,0.0,70,2022,0,4.0,2010,16,Posted (load limit),40.609344444444446,-92.1381638888889
284,348320.0,LOCAL,CREEK,Winneshiek,County,County,1900,0.0,70,2022,0,4.0,2010,16,Posted (load limit),43.37659444444444,-91.61297222222221
285,347310.0,LOCAL,UPPER IOWA RIVER,Winneshiek,County,County,1900,0.0,70,2022,0,4.0,2010,16,Posted (load limit),43.31816944444445,-91.67321111111112
286,348310.0,FERRIS MILL RD,CREEK,Winneshiek,County,County,1900,0.0,70,2022,0,3.0,2010,16,Posted (load limit),43.37805,-91.61990555555555
287,150370.0,80TH ST,VOLGA RIVER,Fayette,County,County,1953,0.0,70,2022,0,4.0,2010,16,Open,42.74539166666667,-91.82938888888889
288,346320.0,150TH ST,STREAM,Winneshiek,County,County,1892,0.0,69,2022,22,3.0,2010,16,CLOSED to traffic,43.15325,-91.92898055555555
289,243100.0,FM,BURNETT CREEK,Marshall,County,County,1921,0.0,69,2022,0,4.0,2010,16,Posted (load limit),42.12339166666667,-92.82043888888889
290,182370.0,HOWARD AVE,CRANE CREEK,Howard,County,County,1920,0.0,63,2021,0,4.0,2010,16,Posted (load limit),43.338025,-92.40645833333333
291,227710.0,LOCAL,BR WHITEBREAST CREEK,Lucas,County,County,1966,0.0,62,2022,0,4.0,2010,16,Posted (load limit),41.08421111111112,-93.39316666666667
292,171920.0,280TH ST,BOONE RIVER,Hamilton,County,County,1902,2008.0,62,2022,0,0.0,2010,16,CLOSED to traffic,42.386433333333336,-93.80923333333332
293,327660.0,LOCAL,TRIB OF DES MOINES RIVER,Van Buren,County,County,1954,0.0,62,2022,0,2.0,2010,16,Posted (load limit),40.64718611111111,-91.74793333333334
294,228630.0,LOCAL ROAD,LITTLE ROCK RIVER,Lyon,County,County,1900,0.0,62,2022,0,0.0,2010,16,CLOSED to traffic,43.286341666666665,-96.1781388888889
295,228840.0,LOCAL,ROCK RIVER,Lyon,County,County,1900,0.0,62,2022,0,0.0,2010,16,CLOSED to traffic,43.28796666666666,-96.24279722222222
296,183530.0,LOC 30TH ST,NICHOLS CR,Howard,County,County,1947,0.0,62,2022,0,4.0,2010,16,Posted (load limit),43.47253333333334,-92.08963888888889
297,243270.0,LOCAL,ROCK CR,Marshall,County,County,1942,0.0,62,2022,0,4.0,2010,16,Posted (load limit),42.06398055555555,-92.82113055555556
298,244550.0,140TH ST,MINERVA CREEK,Marshall,County,County,1912,0.0,62,2022,0,3.0,2010,16,Posted (load limit),42.151038888888884,-93.16551111111112
299,116790.0,210TH AVE,LITTLE SIOUX RIVER,Clay,County,County,1915,0.0,62,2022,0,0.0,2010,16,CLOSED to traffic,43.16266666666667,-95.17030000000001
300,332460.0,LOCAL,BRANCH DES MOINES RIVER,Wapello,County,County,1930,0.0,62,2022,0,0.0,2010,16,CLOSED to traffic,41.113661111111114,-92.5903361111111
301,331430.0,LOCAL,OVER IMRL RR,Wapello,County,County,1970,0.0,62,2022,0,3.0,2010,16,Posted (load limit),41.05394166666667,-92.42733333333334
302,255861.0,LOCAL,OVER BNSF RR,Montgomery,County,County,1977,0.0,61,2021,0,3.0,2010,16,Posted (load limit),41.01819166666667,-95.36603888888888
303,234930.0,LOCAL RD,DRAINAGE,Madison,County,County,1956,0.0,61,2022,0,3.0,2010,16,Open,41.49605277777778,-94.0147361111111
304,283620.0,FM,E NISHNABOTNA RIVER,Pottawattamie,County,County,1958,0.0,60,2022,0,4.0,2010,16,Open,41.17372222222222,-95.17368055555556
305,351625.0,LOCAL,STREAM,Woodbury,County,County,1920,0.0,60,2022,0,4.0,2010,16,Posted (load limit),42.368475000000004,-95.88908055555557
306,233110.0,FM,JONES CREEK,Madison,County,County,1953,0.0,60,2022,0,3.0,2010,16,Posted (load limit),41.28069166666666,-93.91755
307,292020.0,LOCAL,STREAM,Poweshiek,County,County,1953,0.0,60,2022,0,0.0,2010,16,CLOSED to traffic,41.53167222222222,-92.68256666666667
308,293420.0,LOCAL,BEAR CREEK,Poweshiek,County,County,1950,0.0,60,2022,0,4.0,2010,16,Posted (load limit),41.75301944444445,-92.53307777777778
309,301930.0,LOCAL,BOYER RIVER,Sac,County,County,1916,0.0,60,2022,0,4.0,2010,16,Posted (load limit),42.489069444444446,-95.18294444444444
310,296250.0,LOCAL,W FK GRAND RIVER,Ringgold,County,County,1930,0.0,60,2022,0,4.0,2010,16,Posted (load limit),40.71466388888889,-94.28312222222222
311,276780.0,140TH ST,FLOYD RIVER,Plymouth,County,County,1954,0.0,60,2022,0,4.0,2010,16,Posted (load limit),42.851394444444445,-96.12706388888888
312,355137.0,LOCAL,MUDDY CREEK,Woodbury,County,County,1970,0.0,60,2022,0,3.0,2010,16,Posted (load limit),42.533030555555555,-96.17755833333334
313,355371.0,LOCAL,STREAM,Woodbury,County,County,1980,0.0,60,2022,18,4.0,2010,16,Open,42.510266666666666,-96.23355555555555
314,270570.0,TAMARACK AVE,DRAINAGE DITCH,Plymouth,County,County,1948,0.0,60,2022,0,4.0,2010,16,Posted (load limit),42.62923055555556,-95.87938055555554
315,63910.0,FM,STREAM,Appanoose,County,County,1953,0.0,60,2022,0,4.0,2010,16,Posted (load limit),40.63795,-93.06130555555555
316,167150.0,LOCAL,MIDDLE RIVER,Guthrie,County,County,1930,0.0,60,2022,0,3.0,2010,16,Posted (load limit),41.52328055555555,-94.50955
317,169051.0,LOCAL,BRUSHY CK,Guthrie,County,County,1910,0.0,60,2022,0,0.0,2010,16,CLOSED to traffic,41.71073611111112,-94.47958333333334
318,275990.0,LOCAL,WILLOW CREEK,Plymouth,County,County,1941,0.0,60,2022,0,4.0,2010,16,Posted (load limit),42.89528333333333,-95.96582500000001
